Post URL,File,Post Date,Caption,prediction_sence
https://www.instagram.com/p/CoRTEOnpF_2/,11.jpg,2023-02-05 06:14:56,"photofamily

#kalianda #wisatakalianda #wisatalampungselatan #pantaikalindalampung #kaliandahits #pantaikalianda #jalanjalankalianda #pantailampungselatan #kalianda #pantaikeduwarna #jasaphotopantaikalinda #wisatalampungselatan #photofamilykalinda #photofamily #photofamilyoutdoor #farrsofampict",beach
https://www.instagram.com/p/C-P1IPVp4Dk/,12.jpg,2024-08-04 12:04:46,#waytayaskaliandalampungselatan #wisatalampungselatan #pesonaindonesia,mountain
https://www.instagram.com/p/CVy29UNvwqn/,13.jpg,2021-11-03 01:07:00,"Lampung Selatan banyak banget punya destinasi wisata pantai, salah satu fasilitas yang disukai oleh traveler adalah adanya fasilitas perlengkapan camping yang disediakan oleh pengelola pantai.
.
.
.
.
.
📸 @putrimaharanis15 
🌱 Mbeach, Kalianda, Lampung Selatan
.
.
.
.
.
.
#mbeach 
#pantaikalianda 
#wisatalampungselatan 
#tempatwisatalampung 
#wonderfulinfonesia",beach
https://www.instagram.com/p/DXv1jH8jpWO/,14.jpg,2026-04-30 07:28:59,"Let the fun roll!
Ajak temen-temen kamu buat ngerasain serunya rolling donuts di green canyon!
.
.
#greencanyonminangrua #rollingdonut #wisatalampungselatan #kedashotelresort #wisatalampung",lagoon
https://www.instagram.com/p/Cj4WZjBPFuU/,15.jpg,2022-10-19 03:37:28,"Pantai @mbeachkalianda 
tiket masuk 35K weekend. pantainya bersih. #lampung #wisatalampungselatan #pantailampung",lagoon
https://www.instagram.com/p/CrsDYTAAxpp/,16.jpg,2023-05-01 05:11:32,"#wisatalampungselatan 
#kalianda",stadium/football
https://www.instagram.com/p/DH7LclUzoP7/,17.jpg,2025-04-02 00:49:40,💦🌸🏖️ #wisatalampungselatan,water park
https://www.instagram.com/p/C6TWOBmSR1U/,18.jpg,2024-04-28 10:46:03,"Rio by the beach 🌈🏝️
.
.
.
#pantaikaliandalampung #wisatalampungselatan",volleyball court/outdoor
https://www.instagram.com/p/CWcwpQkFLXB/,19.jpg,2021-11-19 07:39:56,"#wisatalampungselatan
#waykalamkalianda",waterfall
https://www.instagram.com/p/C7Y_8aTPC5J/,20.jpg,2024-05-25 11:58:15,"Pesona matahari tenggelam di pantai Sebalang 
#pantaisebalanglampung
#sunset
#wisatapantai 
#wisatalampungselatan",ocean
https://www.instagram.com/p/CrtQKOfPeDq/,21.jpg,2023-05-01 16:22:27,"weekend vacation🌊
#pantaisetigiheni 
#wisatalampungselatan",picnic area
https://www.instagram.com/p/DH73EG8TmFa/,22.jpg,2025-04-02 07:10:48,With the girl’s  @debyrskspttri & @deanurarlikafasa ❤️ #wisatalampungselatan,bamboo forest
https://www.instagram.com/p/C6bC0rtPk69/,23.jpg,2024-05-01 10:30:30,"Gak perlu hebat dari orang lain
cukup lebih baik dari diri kita yang kemarin
hidup bukan tentang siapa yang terbaik 
tapi siapa yang berbuat baik
dan tidak pura pura baik

#riobythebeach 
#wisatalampungselatan",beach
https://www.instagram.com/p/DM4Y1Y2zsC6/,24.jpg,2025-08-03 05:25:54,"Cuacanya cerah langitnya biru dan pohon2 yang hijau, ada kolam renang air nya seger dari gunung rajabasa,  anak anak pun seneng dan happy menikmati nya,
ini weekend tipis2 kita... 
#wayhalim
#waypenaga
#wtc
#wisatalampungselatan",swimming hole
https://www.instagram.com/p/C3o0h2HSDR0/,25.jpg,2024-02-22 05:20:46,"5 Februari 2022 🌊

#love #lfl #pantaimarinalampung #lampung #wisatalampungselatan",lagoon
https://www.instagram.com/p/CWF-Y3HvYzM/,26.jpg,2021-11-10 11:17:30,"Menikmati Indahnya Sunset di Pantai Semukuk
.
.
.
.
.
.
.
.
.
.
📍 @pantai.semukuk
🌏 Jl. Pesisir Desa pauh Tanjung Iman Kec. kalianda kab. LAMPUNG SELATAN
📸 @lilymuchsin9
.
.
.
.
.
.
.
.
#pantaisemukuk
#pantaikalianda
#wisatalampungselatan 
#wonderfullampung 
#tempatwisatalampung",coast
https://www.instagram.com/p/DFc1m6PPmK1/,27.jpg,2025-01-30 12:58:50,"Jadilah bagian dari proses ini 🌱

#krakataupark #wisatalampung #wisatalampungselatan #jalanjalanlampung",amusement park
https://www.instagram.com/p/DBlVxKZv-EQ/,28.jpg,2024-10-26 10:08:12,"Baru bisa meluk gajah, belum bisa peluk harimau☺️

#wisatalampung #wisatalampungselatan #lembahhijau #lembahhijaulampung #fyp #pecintahewan #tempatwisatalampung",park
https://www.instagram.com/p/CXnPotYPm9k/,29.jpg,2021-12-18 05:54:33,"Disini siapa yang belum pernah berkunjung ke Pantai Batu Ceper😊, 

Yang belum coba deh, bebatuan karang di tepi Pantainya estetik Benget, cocok nih buat yang hobi foto-foto
.
.
.
.
.
.
.
📸 @jakadwisaputra_ 
🌱 Pantai Batu Ceper, Lampung Selatan -
.
.
.
.
.
.
#pantaibatuceper 
#pantaikalianda 
#wisatalampungselatan 
#wonderfullampung 
#tempatcampinglampung 
#tempatwisatalampung 
#instagramtravel",ocean
https://www.instagram.com/p/DNcOq5pBFak/,30.jpg,2025-08-17 03:29:45,"""Indahnya alam Lampung Selatan berpadu dengan semangat Merah Putih.
Di setiap langkah wisata, ada cinta pada negeri yang kita jaga bersama. ❤️🤍
Dirgahayu Republik Indonesia ke-80! 🇮🇩
#PesonaMerahPutihLampungSelatan #HUTke80RI #WisataLampungSelatan #Radityoegi #SyaifulAnwar #KawasanMenaraSigerg #LampungSelatanMaju #BismillahBisa""",balcony/interior
https://www.instagram.com/p/CPkXRlVL85v/,31.jpg,2021-06-01 06:52:25,"Cinta itu tidak perlu diperlihatkan
Tapi DIBUKTIKAN 😊😊..

#lff
#wisatalampungselatan
#pantai",playground
https://www.instagram.com/p/CoRohi3JMTB/,32.jpg,2023-02-05 09:22:26,"photofamily

#kalianda #wisatakalianda #wisatalampungselatan #pantaikalindalampung #kaliandahits #pantaikalianda #jalanjalankalianda #pantailampungselatan #kalianda #pantaikeduwarna #jasaphotopantaikalinda #wisatalampungselatan #photofamilykalinda #photofamily #photofamilyoutdoor #farrsofampict",beach
https://www.instagram.com/p/CVHI-YlhIEE/,33.jpg,2021-10-17 01:37:51,"Anak Pantai... Cinta Damai..

#pantaikalianda 
#wisatalampungselatan",beach
https://www.instagram.com/p/Cs2fZQSrPqm/,34.jpg,2023-05-30 03:00:08,"Bingung cari tempat healing. Datang saja ke Batu Granit. Selain menawarkan suasana sepi dan tenang. Tiket masuknya juga gratis. Selengkapnya baca di https://tinyurl.com/2haaty8f
#travelspromo #batugranit #wisatalampungselatan #wisatalampung #wisataalam #wisataalamlampungselatan #wisataalamlampung #informasiwisata #infowisata #infowisatalampungselatan #infowisatalampung #hargatiket #tiketmasuk #tiketmasukbatugranit #visitlampung #explorelampung",hayfield
https://www.instagram.com/p/DNcIuihhurr/,35.jpg,2025-08-17 02:37:49,"Mencetak Sejarah, Pertama Kalinya Pengibaran Sang Merah Putih Dalam Rangka Peringatan HUT RI Ke-80 Dilangsungkan Di Kawasan Menara Siger, Icon Provinsi Lampung Sang Pembuka Gerbang Sumatera. 🤩🥰

Merdeka Bukanlah Tujuan Akhir, Melainkan Alat Untuk Mencapai Tujuan Utama Yaitu MENCINTAI NEGERI INDONESIA 🇮🇩😘

Dirgahayu Negeriku Tercinta, Teruslah Hadir Melangsungkan Hidup Yang Berbahagia Sampai Anak Cucu Kami Tiba 🤲🇮🇩🇮🇩🇮🇩

#pesonamerahputihlampungselatan #hutke80ri #wisatalampungselatan #radityoegi #syaifulanwar #kawasanmenarasiger #lampungselatanmaju #bismillahbisa",promenade
https://www.instagram.com/p/CXWDSt0Prj3/,36.jpg,2021-12-11 13:39:36,"Ketika berwisata ke Pulau Mengkudu ada beberapa spot foto menarik yang dapat kamu temukan, salah satunya view pulau ini.

Bukan hanya itu, buat yang suka snorkeling, kamu juga dapat mencoba melihat keindahan biota laut pulau ini ya.
.
.
.
.
.
📸 @rian_saputra892
📍 Pulau Mengkudu Island , Desa Tutoharjo, Kec.Bakauheni, Kab. Lampung Selatan.
.
.
.
.
.
#pulaumengkuduisland 
#wisatalampungselatan 
#wisatapulau 
#indonesiaindah 
#wonderfulinfonesia",islet
https://www.instagram.com/p/Cbw3j-LPimy/,37.jpg,2022-03-31 09:42:10,"""Alonly Tree""
Lokasi : Pantai Sebalang, Lampung Selatan, Lampung

INUB 31 Maret 2022
UPLOAD BERSAMA

@INSTANUSANTARA
@instanusantarabelampung
#instanusantara 
#instanusantara_742
#instanusantaralampung_742
#instanusantaralampung
#inbe
#seleksimemberinbe2022_002

""Seangkonan ngelestariko budaya sai bumi ruwai jurai""

#nikond600 #tokina1116 #knfilters #nikonindonesia #lampunglandscapers #wisatalampungselatan #lampung",lake/natural
https://www.instagram.com/p/DNcflD-SkTS/,38.jpg,2025-08-17 05:57:30,"Ikan hiu makan kayu
Dirgahayu ke 80 indonesiaku
Pak egi syaiful untuk lampung selatanku..ea..ea..
#PESONAMERAHPUTIHLAMPUNGSELATAN
#HUTKE80RI #WISATALAMPUNGSELATAN #RADITYOEGI #SYAIFULANWAR #KAWASANMENARASIGER #LAMPUNGSELATANMAJU #BISMILLAHBISA",market/outdoor
https://www.instagram.com/p/C3h0hkav0e7/,39.jpg,2024-02-19 12:06:03,"Auting bersama @jungleland_indo 🔥🌈✌🖐🕶

#lampung 
#pulausumatera 
#wisatalampungselatan 
#indonesia",beach
https://www.instagram.com/p/CpPbiKjPXpK/,40.jpg,2023-03-01 09:21:50,"Hello!!!
Menikmati waktu yang selagi bisa dinikmati 🌊
Next kemana lagi yak….
Ada yg bisa kasih masukan,koment ye👵
#sanggarbeach_lpg 
#wisatalampungselatan",ice shelf
https://www.instagram.com/p/DLop5cTPoKN/,41.jpg,2025-07-03 06:15:45,"[ NIKMATIN KEINDAHAN PANTAI DENGAN SERU-SERUAN NAIK ATV ]
.
🥰 Explore keindahan pantai dengan bermain activity yang seru yups ATV, cuma ada di @sanggarbeach_lpg. Yuk explore wisata Lampung bareng Restu Bumi Adventure.
_______________________
🏝️ RBA - TOUR PACKAGES 
▪️Family & Corporate Gathering
▪️Outbound Training & Team Building
▪️Minat Khusus (Wisata Alam & Wisata Desa)
▪️Experiental Learning (Training & Workshop)
▪️Event Organizer & Tour Domestik/Internasional
.
----More information-----
• Kontak :
> 081271046209 (Admin 1) 
> 081272477622 (Admin 2)
• Instagram : @restubumiadventure 
• Facebook : Restu Bumi Adventure 
• Tik Tok : @restubumiadventure64
• Youtube : Restu Bumi Adventure 
• Website : www.restutour.co.id
• Email : restubumiadventure64@gmail.com
.
#restubumiadventure #restubumioutbound #restubumioverland #restubumi #adventure #pariwisata #pantaisanggar #sanggarbeach #kalianda #lamsel #triplampung #wisatalampung #lampung #gatheringlampung #wisatalampungselatan #pariwisatalampung #jalanjalanlampung #kelampung #atv #pariwisatalampungselatan",beach
https://www.instagram.com/p/DNcJfP3TYQ_/,42.jpg,2025-08-17 02:44:28,"Ikan hiu makan kayu, egi syaiful i love you💓💓
#PESONAMERAHPUTIHLAMPUNGSELATAN
#HUTKE80RI #WISATALAMPUNGSELATAN #RADITYOEGI #SYAIFULANWAR #KAWASANMENARASIGER #LAMPUNGSELATANMAJU #BISMILLAHBISA",promenade
https://www.instagram.com/p/DNcbTvPSFdq/,43.jpg,2025-08-17 05:20:11,"Semangat juang tak pernah padam! 🇮🇩✨
Satpol PP Lampung Selatan turut mempersembahkan formasi angka 80 sebagai wujud syukur dan kebanggaan di Hari Ulang Tahun Kemerdekaan Republik Indonesia ke-80.
Dirgahayu Republik Indonesia!
‘Terus Melaju untuk Indonesia Maju’ 💪🔥

#PESONAMERAHPUTIHLAMPUNGSELATAN
#HUTKE80RI
#WISATALAMPUNGSELATAN
#RADITYOEGI
#SYAIFULANWAR
#KAWASANMENARASIGER
#LAMPUNGSELATANMAJU
#BISMILLAHBISA",beach
https://www.instagram.com/p/DIYToPKhqgE/,44.jpg,2025-04-13 08:19:08,"Let’s create sunny memories with the ones you love!

Ajak si kecil bermain pasir, berlari di tepi ombak, dan nikmati quality time bareng keluarga di Rio by the Beach.

Sunshine, laughter, and family moments await!

#RioByTheBeach #FamilyGetaway #PantaiAsik #LiburanKeluarga #pantailampung #pantailampungselatan #wisatalampung #wisatalampungselatan #pariwisatalampung",sandbox
https://www.instagram.com/p/C6BxBYwSj66/,45.jpg,2024-04-21 14:53:56,"Lokasi :📍pantai marina,Kec. Kalianda, Kabupaten Lampung Selatan, Lampung 35551
Pantai Marina Lampung terletak di Desa Merak Belatung, Kecamatan Kalianda, Kabupaten Lampung Selatan. Pantai Marina Lampung kerap menjadi salah satu destinasi wisata untuk menikmati keindahan wisata bahari.

#vnvideoedit
#vneditor #cinematic #vnindonesia #vnvideoindonesia  #vnaesthetics #dronedji #dronedjimini3pro
#lampungkece #lampunggeh #wisatalampungsai #wisatakenallampung #pantaimarina 
#wisatalampungselatan #wisatalampung
#pikniklampung #hellolampung #kelampunggeh #lampunginsta #lampungkece #lampunghits #pantaimarinalampung #pantaimarinakalianda #pantaimarina",coast
https://www.instagram.com/p/DBoNPMLzT4j/,46.jpg,2024-10-27 12:51:23,"I Love This Game ❤️ Piranha Slowpitch Tournamen 2024
Pengalaman seru main slowpitch di Pantai apalagi Pantainya keren bgt @riobythebeach 🏖
semoga slowpitch di Lampung makin banyak peminatnya yaa & makin jaya ... 🥰 🥎
thank you @mohicans2001 dan teman2 slowpitch semua udh mau berbagi kebersamaannya Lope You 
💜🩷🩵
#slowpitch #slowpitchtournament #pantaikece #wisatalampungselatan #mohicans",volleyball court/outdoor
https://www.instagram.com/p/CfAvUEPpaxz/,47.jpg,2022-06-20 03:12:07,"''So,,kalo belum tau ''nyatanya'' jangan menilai orang dari ''katanya''
.
.
.
.
.
#wisatalampung #wisatalampungselatan #wisatakalianda #lampunggeh #wisataindonesiakeren🇲🇨",mountain path
https://www.instagram.com/p/C9heccXzmNA/,48.jpg,2024-07-17 12:01:29,"Fresh view
🌷🕊🫧🌊

@sanggarbeach_lpg 
@pantai.lampung 

Spall spill, link Milkshake in bio
🦩cardi + inner (link Milkshake no 4)
🦩rok tutu premium (link Milkshake no 5)

#pantai #pantailampung #sanggarbeach_lpg #sanggarbeach #sanggarbeachlampung #sanggarbeachedition #wisatalampung #wisatakalianda #wisatakaliandalampung #wisatalampungselatan #lampungexplore #viewlampung #lampungkece",beach
https://www.instagram.com/p/DNcLdOBTYor/,49.jpg,2025-08-17 03:01:40,"Upacara HUT RI Ke 80

#pesonamerahputihlampungselatan #hutke80ri #wisatalampungselatan #radityoegi #msyaifulanwar #kawasanmenarasiger #lampungselatanmaju #bismillahbisa",oast house
https://www.instagram.com/p/DNcGSFRyZHQ/,50.jpg,2025-08-17 02:16:27,"Pertama kalinya saya mengabadikan momen dan melihat secara langsung Upacara 17 Agustus 1945 Detik - Detik Proklamasi Kemerdekaan Republik Indonesia Ke - 80 dengan Pemandangan seindah ini. 
Upacara yang di gelar di Menara Siger Icon Gerbang Sumatera dan pemandangan laut serta kapal-kapal Ferry yang buat upacara ini semakin berkesan.
Menurut saya upacara ini, upacara terindah sepanjang sejarah di Lampung Selatan
@radityoegi @m_syaiful.anwar @pemkab.lampungselatan
#pesonamerahputihlampungselatan #hutke80ri #wisatalampungselatan #radityoegi #syaifulanwar #kawasanmenarasiger #
#lampungselatanmaju #bismillahbisa #hutri80indonesia🇮🇩",promenade
https://www.instagram.com/p/CiJuJ12LW_h/,51.jpg,2022-09-06 04:29:20,"Manusia biasa, yang tak sempurna dan kadang salah.,
.
.
.
.
.
.
📷@ahmad.wya01 
#pesonalampung #lampunggeh#lampungselatan #wisatalampungselatan #hellolampung #lampungeksis #trendinglampung #kelampungaja",islet
https://www.instagram.com/p/DPdxT5-AR6-/,52.jpg,2025-10-06 10:54:28,"sunset slide memories
.
.
at @lummayvillaresort ❤️
#villalummayresort #villalampung #wisatalampungselatan #staycationseru #lummayvillaresort #pesonaindonesia",playground
https://www.instagram.com/p/CeA20GLvxP5/,53.jpg,2022-05-26 07:46:16,"Sepintar dan semandiri apa pun seorang perempuan, dia tetap membutuhkan peta atau google map dari orang lain untuk menunjukkan arah perjalanannya. Sebab, kalau dibiarkan membaca peta atau google map sendiri, kerap kali dia tersesat. 

Perempuan tetap butuh kaki lain untuk membantunya melangkah.

Lampung, 25 Mei 2022
©@irmadewimeilinda

Lokasi : Curug Anakan | @airterjun_waykalam, Desa Way Kalam Kec. Penengahan Kab. Lampung Selatan

#kaliandaig
#DialogRasa #DiaryMeymey #princessmeymey #IrmaDewiMeilinda #AirTerjunWayKalam #LampungSelatan #Pariwisata #wisatalampung #wisatalampung #wisatalampungselatan #lampungselatanamazing #woderfulindonesia #writerpreneur #blogger #contentwriter #travellers #bloggertravel
Reposted from @irmadewimeilinda",fishpond
https://www.instagram.com/p/CVAMocXp_T7/,54.jpg,2021-10-14 08:55:08,#pantaigigihiu #wisatalampungselatan #indonesiaindah 📸📸📸 @wisata_teluk_kiluan_lampung,cliff
https://www.instagram.com/p/DNchIRIxHWW/,55.jpg,2025-08-17 06:11:02,"Pesona Merah Putih di atas Menara Siger 🇮🇩✨

“Bersatu, Berdaulat, Rakyat Sejahtera, Indonesia Maju”.

HUT RI ke-80 tahun 2025, 
Pesona Merah Putih di atas Menara Siger menyatukan ragam suku dan budaya di Bumi Ragom Mufakat 🌏

#pesonamerahputihlampungselatan
#hutke80ri
#wisatalampungselatan
#radityoegi
#syaifulanwar
#kawasanmenarasiger
#lampungselatanmaju
#bismillahbisa",water park
https://www.instagram.com/p/DSWCmayk67S/,56.jpg,2025-12-17 00:25:48,Pantai marina sesuai ekspektasi🥹 #pantaimarina #pantaimarinalampung #pantaimarinakalianda #pantailampungselatan #pantai🌴 #pesonalampungselatan,lagoon
https://www.instagram.com/p/CTcfm7fPxaP/,57.jpg,2021-09-05 15:36:53,"Jangan cuman melihat hasil nya
TAPI
Nikmati & lihat proses nya #pematangsunrise 
==========================
📱Redmi 9T @xiaomi.indonesia
==========================
#pematangsunriselampung #bakauhenilampung #wisatabakauheni #wisatalampung #wisatalampungselatan #wisatabandarlampung #explorelampung #explorebandarlampung #explorelampungselatan #pesonalampung #pesonalampungselatan #pesonabandarlampung #wisatasumsel #pesonasumsel #exploresumsel #pesonasumateraselatan #exploresumateraselatan #wisatasumateraselatan #pesonaindonesia #exploreindonesia #wisataindonesia",picnic area
https://www.instagram.com/p/DU-exOcD65M/,58.jpg,2026-02-20 10:24:21,"🌿🌱

#pesonalampungselatan #airterjunwaykalamlampung #fypシ゚viralシfypシ゚ #lampungselatan",botanical garden
https://www.instagram.com/p/DXwZgqDGq-l/,59.jpg,2026-04-30 12:43:13,#pesonalampungselatan arter 9 putri #wisatalampung #kalianda,waterfall
https://www.instagram.com/p/CfJrX2NJ5eQ/,60.jpg,2022-06-23 14:30:51,"🌊 Tak ada henti aku mengagumi mu...

#laut #Lampung #pantailampung #pantaiarangkalianda #pesonalampunng #pesonalampungselatan",ice floe
https://www.instagram.com/p/C3rGRSOPRKY/,61.jpg,2024-02-23 02:34:17,"Golden Hour

#pesonalampungselatan #gunungrajabasa",lake/natural
https://www.instagram.com/p/CJlToTahQfy/,62.jpg,2021-01-03 12:31:27,"Pantai pertama di tahun 2021 🦂

#pantaiketang #pesonalampungselatan #pesonapantailampung  #pesonaindonesia
#pantaibaturameketang",ocean
https://www.instagram.com/p/CLJZgNfMzPM/,63.jpg,2021-02-11 09:26:49,"Sukses Selalu Pokdarwis
@pantai_minangrua
@airterjun_waykalam 
@dinaspariwisata.lampungselatan
🔸
🔸

📷 In frame

➖➖➖➖➖➖➖➖➖➖➖➖➖
Repost
•  akun @airterjun_waykalam
• Gunakan hastag #airterjunwaykalam
• Tag akun @airterjun_waykalam
. Cekin Lokasi cari Air Terjun Waykalam

#airterjun #airterjunwaykalam #airterjunlampungselatan #airterjunlampung #waykalam  #eksplorewaykalam #lampungselatan #pesonalampungselatan #ekaplorelampungselatan #lampung #eksplorelampung #pesonalampung #indonesia  #pesonaindonesia #holiday #waterfall",amphitheater
https://www.instagram.com/p/CT6mumHFvVj/,64.jpg,2021-09-17 08:16:19,"Orang"" : sendirian aja..?
Me : ehehe...iya lagi susah 
.
.
.
.
.
#latepost #kalianda #lampungselatan #lampung #pantaimarinakalianda #lampunghits #lampunggeh #lampungtraveller #pesonalampungselatan #pesonaindonesia",mountain
https://www.instagram.com/p/Cg6EfU5rP6h/,65.jpg,2022-08-06 06:05:16,"Pasar Sidomulyo Lampung Selatan

📸 Readmi Note 10

🔜 
Izin Taq / Tandai Kak 🙏?
DM Jika Ini Tidak Diizinkan 📩🚫
KASIH LOVE 💗 dulu sebelumnya ya, biar semangat update setiap harinya berbagi MOMENT⏳ yang sudah terlewatkan🔙😊
------------------------------------
📢📱Follow Instagram Admin Kak
🌏 @evan_nurhakim
🌏 @evan_nurhakim
🌏 @evan_nurhakim
===========================
Klik titik 3 di sudut kanan, pilih TURN ON NOTIFICATION / TAMPILKAN NOTIFIKASI🔔 agar Anda tidak ketinggalan update inspirasi setiap harinya 😘😘
___
🌏INFO UPTUDATE JOIN NOW👇
📢📱Facebook ""Evan Nurhakim""
📢📱Channel Youtube ""Evan Aksi""
___
Silahkan Tag / Tandai, Mention dan Gunakan Hastag #evannurhakimlovers Kak Di Photo Anda Jika Pernah Bersama Admin Kak, Report Postingan Jika Beruntung.
➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖
#infolampungselatan #infolamsel #ssclampung #readminote10 #sidomulyo #sidomulyolampungselatan #lampungselatan #genpi #genpilampung #genpilampungselatan #masjida #generasipesonaindonesia  #pesonalampungselatan #pariwisatalampungselatan #pariwisata_lampungselatan #pariwisatalampung #dilambarkhia #lfl💛 #fff #fff💋 #fff😊 #fff❤ #lfl❤️ #lfl💛lfllflfllffllflflflflflflflflfllflflflflflflflflflflflflflflflflflflflflflflflflflflflflfllflflflflflflflflfllflfllflflflflflflfllflflflflflllfl",mosque/outdoor
https://www.instagram.com/p/CdwqziHBEH9/,66.jpg,2022-05-20 00:53:29,"Driver baru 😁
.
.
.
#sedangsehat #pulaupahawang #driver #mainairyuk #tripmurahpahawang #pesonalampungselatan #pesonaindonesia📷 #olahragalaut #permainanseawalker 👌👌",ice skating rink/outdoor
