Post URL,File,Post Date,Caption,Anotasi,Catatan,Scene1,Scene2,Scene3,Prob1,Prob2,Prob3
https://www.instagram.com/p/DXv1jH8jpWO/,13.jpg,4/30/2026 7:28,"Let the fun roll!
Ajak temen-temen kamu buat ngerasain serunya rolling donuts di green canyon!
.
.
#greencanyonminangrua #rollingdonut #wisatalampungselatan #kedashotelresort #wisatalampung",Attraction,,lagoon,ocean,islet,0.582519,0.107072,0.076768
https://www.instagram.com/p/Cj4WZjBPFuU/,14.jpg,10/19/2022 3:37,"Pantai @mbeachkalianda 
tiket masuk 35K weekend. pantainya bersih. #lampung #wisatalampungselatan #pantailampung",Attraction,,lagoon,beach,coast,0.352649,0.309691,0.090041
https://www.instagram.com/p/CrsDYTAAxpp/,15.jpg,5/1/2023 5:11,"#wisatalampungselatan 
#kalianda",Attraction,,football,park,baseball,0.153654,0.129407,0.11413
https://www.instagram.com/p/DH7LclUzoP7/,16.jpg,4/2/2025 0:49,💦🌸🏖️ #wisatalampungselatan,Attraction,,promenade,water park,playground,0.248003,0.212766,0.097814
https://www.instagram.com/p/C6TWOBmSR1U/,17.jpg,4/28/2024 10:46,"Rio by the beach 🌈🏝️
.
.
.
#pantaikaliandalampung #wisatalampungselatan",Attraction,,outdoor,vegetation,ocean,0.99425,0.001552,0.000698
https://www.instagram.com/p/CWcwpQkFLXB/,18.jpg,11/19/2021 7:39,"#wisatalampungselatan
#waykalamkalianda",Attraction,,rainforest,waterfall,creek,0.430703,0.396391,0.043819
https://www.instagram.com/p/C7Y_8aTPC5J/,19.jpg,5/25/2024 11:58,"Pesona matahari tenggelam di pantai Sebalang 
#pantaisebalanglampung
#sunset
#wisatapantai 
#wisatalampungselatan",Attraction,Sunset,ocean,beach,coast,0.328791,0.216301,0.213194
https://www.instagram.com/p/CrtQKOfPeDq/,20.jpg,5/1/2023 16:22,"weekend vacation🌊
#pantaisetigiheni 
#wisatalampungselatan",Attraction,,promenade,beach,outdoor,0.319891,0.14035,0.068102
https://www.instagram.com/p/DH73EG8TmFa/,21.jpg,4/2/2025 7:10,With the girl’s  @debyrskspttri & @deanurarlikafasa ❤️ #wisatalampungselatan,Attraction,,rope bridge,park,plaza,0.213911,0.110159,0.087614
https://www.instagram.com/p/C6bC0rtPk69/,22.jpg,5/1/2024 10:30,"Gak perlu hebat dari orang lain
cukup lebih baik dari diri kita yang kemarin
hidup bukan tentang siapa yang terbaik 
tapi siapa yang berbuat baik
dan tidak pura pura baik

#riobythebeach 
#wisatalampungselatan",Attraction,,beach,promenade,coast,0.150739,0.148649,0.136589
https://www.instagram.com/p/DM4Y1Y2zsC6/,23.jpg,8/3/2025 5:25,"Cuacanya cerah langitnya biru dan pohon2 yang hijau, ada kolam renang air nya seger dari gunung rajabasa,  anak anak pun seneng dan happy menikmati nya,
ini weekend tipis2 kita... 
#wayhalim
#waypenaga
#wtc
#wisatalampungselatan",Attraction,,swimming hole,hot spring,water park,0.604158,0.138642,0.090699
https://www.instagram.com/p/C3o0h2HSDR0/,24.jpg,2/22/2024 5:20,"5 Februari 2022 🌊

#love #lfl #pantaimarinalampung #lampung #wisatalampungselatan",Attraction,Pantai (Lowres),beach,lagoon,ocean,0.415144,0.308873,0.111381
https://www.instagram.com/p/CWF-Y3HvYzM/,25.jpg,11/10/2021 11:17,"Menikmati Indahnya Sunset di Pantai Semukuk
.
.
.
.
.
.
.
.
.
.
📍 @pantai.semukuk
🌏 Jl. Pesisir Desa pauh Tanjung Iman Kec. kalianda kab. LAMPUNG SELATAN
📸 @lilymuchsin9
.
.
.
.
.
.
.
.
#pantaisemukuk
#pantaikalianda
#wisatalampungselatan 
#wonderfullampung 
#tempatwisatalampung",Attraction,Sunset,coast,ocean,beach,0.32326,0.29801,0.0809
https://www.instagram.com/p/DFc1m6PPmK1/,26.jpg,1/30/2025 12:58,"Jadilah bagian dari proses ini 🌱

#krakataupark #wisatalampung #wisatalampungselatan #jalanjalanlampung",Attraction,,amusement park,playground,water park,0.601041,0.11889,0.078456
https://www.instagram.com/p/CXnPotYPm9k/,27.jpg,12/18/2021 5:54,"Disini siapa yang belum pernah berkunjung ke Pantai Batu Ceper😊, 

Yang belum coba deh, bebatuan karang di tepi Pantainya estetik Benget, cocok nih buat yang hobi foto-foto
.
.
.
.
.
.
.
📸 @jakadwisaputra_ 
🌱 Pantai Batu Ceper, Lampung Selatan -
.
.
.
.
.
.
#pantaibatuceper 
#pantaikalianda 
#wisatalampungselatan 
#wonderfullampung 
#tempatcampinglampung 
#tempatwisatalampung 
#instagramtravel",Attraction,,ocean,coast,wave,0.322236,0.270115,0.105517
https://www.instagram.com/p/DNcOq5pBFak/,28.jpg,8/17/2025 3:29,"""Indahnya alam Lampung Selatan berpadu dengan semangat Merah Putih.
Di setiap langkah wisata, ada cinta pada negeri yang kita jaga bersama. ❤️🤍
Dirgahayu Republik Indonesia ke-80! 🇮🇩
#PesonaMerahPutihLampungSelatan #HUTke80RI #WisataLampungSelatan #Radityoegi #SyaifulAnwar #KawasanMenaraSigerg #LampungSelatanMaju #BismillahBisa""",Attraction,,interior,boat deck,ocean,0.342951,0.098782,0.075893
https://www.instagram.com/p/CVHI-YlhIEE/,29.jpg,10/17/2021 1:37,"Anak Pantai... Cinta Damai..

#pantaikalianda 
#wisatalampungselatan",Attraction,,beach,islet,lagoon,0.368287,0.218268,0.197669
https://www.instagram.com/p/Cs2fZQSrPqm/,30.jpg,5/30/2023 3:00,"Bingung cari tempat healing. Datang saja ke Batu Granit. Selain menawarkan suasana sepi dan tenang. Tiket masuknya juga gratis. Selengkapnya baca di https://tinyurl.com/2haaty8f
#travelspromo #batugranit #wisatalampungselatan #wisatalampung #wisataalam #wisataalamlampungselatan #wisataalamlampung #informasiwisata #infowisata #infowisatalampungselatan #infowisatalampung #hargatiket #tiketmasuk #tiketmasukbatugranit #visitlampung #explorelampung",Attraction,,watering hole,field road,farm,0.126788,0.10855,0.077306
https://www.instagram.com/p/CXWDSt0Prj3/,31.jpg,12/11/2021 13:39,"Ketika berwisata ke Pulau Mengkudu ada beberapa spot foto menarik yang dapat kamu temukan, salah satunya view pulau ini.

Bukan hanya itu, buat yang suka snorkeling, kamu juga dapat mencoba melihat keindahan biota laut pulau ini ya.
.
.
.
.
.
📸 @rian_saputra892
📍 Pulau Mengkudu Island , Desa Tutoharjo, Kec.Bakauheni, Kab. Lampung Selatan.
.
.
.
.
.
#pulaumengkuduisland 
#wisatalampungselatan 
#wisatapulau 
#indonesiaindah 
#wonderfulinfonesia",Attraction,,lagoon,beach,islet,0.702554,0.151448,0.105133
https://www.instagram.com/p/Cbw3j-LPimy/,32.jpg,3/31/2022 9:42,"""Alonly Tree""
Lokasi : Pantai Sebalang, Lampung Selatan, Lampung

INUB 31 Maret 2022
UPLOAD BERSAMA

@INSTANUSANTARA
@instanusantarabelampung
#instanusantara 
#instanusantara_742
#instanusantaralampung_742
#instanusantaralampung
#inbe
#seleksimemberinbe2022_002

""Seangkonan ngelestariko budaya sai bumi ruwai jurai""

#nikond600 #tokina1116 #knfilters #nikonindonesia #lampunglandscapers #wisatalampungselatan #lampung",Attraction,,natural,lagoon,boathouse,0.233266,0.154469,0.119566
https://www.instagram.com/p/DLop5cTPoKN/,33.jpg,7/3/2025 6:15,"[ NIKMATIN KEINDAHAN PANTAI DENGAN SERU-SERUAN NAIK ATV ]
.
🥰 Explore keindahan pantai dengan bermain activity yang seru yups ATV, cuma ada di @sanggarbeach_lpg. Yuk explore wisata Lampung bareng Restu Bumi Adventure.
_______________________
🏝️ RBA - TOUR PACKAGES 
▪️Family & Corporate Gathering
▪️Outbound Training & Team Building
▪️Minat Khusus (Wisata Alam & Wisata Desa)
▪️Experiental Learning (Training & Workshop)
▪️Event Organizer & Tour Domestik/Internasional
.
----More information-----
• Kontak :
> 081271046209 (Admin 1) 
> 081272477622 (Admin 2)
• Instagram : @restubumiadventure 
• Facebook : Restu Bumi Adventure 
• Tik Tok : @restubumiadventure64
• Youtube : Restu Bumi Adventure 
• Website : www.restutour.co.id
• Email : restubumiadventure64@gmail.com
.
#restubumiadventure #restubumioutbound #restubumioverland #restubumi #adventure #pariwisata #pantaisanggar #sanggarbeach #kalianda #lamsel #triplampung #wisatalampung #lampung #gatheringlampung #wisatalampungselatan #pariwisatalampung #jalanjalanlampung #kelampung #atv #pariwisatalampungselatan",Ancillary,Kelompok Wisata,promenade,beach,ocean,0.410832,0.104492,0.067655
https://www.instagram.com/p/DNcJfP3TYQ_/,34.jpg,8/17/2025 2:44,"Ikan hiu makan kayu, egi syaiful i love you💓💓
#PESONAMERAHPUTIHLAMPUNGSELATAN
#HUTKE80RI #WISATALAMPUNGSELATAN #RADITYOEGI #SYAIFULANWAR #KAWASANMENARASIGER #LAMPUNGSELATANMAJU #BISMILLAHBISA",Attraction,,water park,boardwalk,promenade,0.256287,0.229671,0.137899
https://www.instagram.com/p/DNcbTvPSFdq/,35.jpg,8/17/2025 5:20,"Semangat juang tak pernah padam! 🇮🇩✨
Satpol PP Lampung Selatan turut mempersembahkan formasi angka 80 sebagai wujud syukur dan kebanggaan di Hari Ulang Tahun Kemerdekaan Republik Indonesia ke-80.
Dirgahayu Republik Indonesia!
‘Terus Melaju untuk Indonesia Maju’ 💪🔥

#PESONAMERAHPUTIHLAMPUNGSELATAN
#HUTKE80RI
#WISATALAMPUNGSELATAN
#RADITYOEGI
#SYAIFULANWAR
#KAWASANMENARASIGER
#LAMPUNGSELATANMAJU
#BISMILLAHBISA",Attraction,,promenade,outdoor,water park,0.351058,0.204543,0.092596
https://www.instagram.com/p/DIYToPKhqgE/,36.jpg,4/13/2025 8:19,"Let’s create sunny memories with the ones you love!

Ajak si kecil bermain pasir, berlari di tepi ombak, dan nikmati quality time bareng keluarga di Rio by the Beach.

Sunshine, laughter, and family moments await!

#RioByTheBeach #FamilyGetaway #PantaiAsik #LiburanKeluarga #pantailampung #pantailampungselatan #wisatalampung #wisatalampungselatan #pariwisatalampung",Attraction,,sandbox,playground,art school,0.991138,0.001659,0.001494
https://www.instagram.com/p/C6BxBYwSj66/,37.jpg,4/21/2024 14:53,"Lokasi :📍pantai marina,Kec. Kalianda, Kabupaten Lampung Selatan, Lampung 35551
Pantai Marina Lampung terletak di Desa Merak Belatung, Kecamatan Kalianda, Kabupaten Lampung Selatan. Pantai Marina Lampung kerap menjadi salah satu destinasi wisata untuk menikmati keindahan wisata bahari.

#vnvideoedit
#vneditor #cinematic #vnindonesia #vnvideoindonesia  #vnaesthetics #dronedji #dronedjimini3pro
#lampungkece #lampunggeh #wisatalampungsai #wisatakenallampung #pantaimarina 
#wisatalampungselatan #wisatalampung
#pikniklampung #hellolampung #kelampunggeh #lampunginsta #lampungkece #lampunghits #pantaimarinalampung #pantaimarinakalianda #pantaimarina",Attraction,,coast,cliff,beach,0.119793,0.11704,0.10321
https://www.instagram.com/p/DBoNPMLzT4j/,38.jpg,10/27/2024 12:51,"I Love This Game ❤️ Piranha Slowpitch Tournamen 2024
Pengalaman seru main slowpitch di Pantai apalagi Pantainya keren bgt @riobythebeach 🏖
semoga slowpitch di Lampung makin banyak peminatnya yaa & makin jaya ... 🥰 🥎
thank you @mohicans2001 dan teman2 slowpitch semua udh mau berbagi kebersamaannya Lope You 
💜🩷🩵
#slowpitch #slowpitchtournament #pantaikece #wisatalampungselatan #mohicans",Amenities,,ice shelf,ski slope,outdoor,0.363628,0.20294,0.162843
https://www.instagram.com/p/CfAvUEPpaxz/,39.jpg,6/20/2022 3:12,"''So,,kalo belum tau ''nyatanya'' jangan menilai orang dari ''katanya''
.
.
.
.
.
#wisatalampung #wisatalampungselatan #wisatakalianda #lampunggeh #wisataindonesiakeren🇲🇨",Attraction,,sand,mountain path,wild,0.292298,0.136113,0.097014
https://www.instagram.com/p/C9heccXzmNA/,40.jpg,7/17/2024 12:01,"Fresh view
🌷🕊🫧🌊

@sanggarbeach_lpg 
@pantai.lampung 

Spall spill, link Milkshake in bio
🦩cardi + inner (link Milkshake no 4)
🦩rok tutu premium (link Milkshake no 5)

#pantai #pantailampung #sanggarbeach_lpg #sanggarbeach #sanggarbeachlampung #sanggarbeachedition #wisatalampung #wisatakalianda #wisatakaliandalampung #wisatalampungselatan #lampungexplore #viewlampung #lampungkece",Attraction,,beach,ocean,coast,0.466324,0.210136,0.140572
https://www.instagram.com/p/DNcLdOBTYor/,41.jpg,8/17/2025 3:01,"Upacara HUT RI Ke 80

#pesonamerahputihlampungselatan #hutke80ri #wisatalampungselatan #radityoegi #msyaifulanwar #kawasanmenarasiger #lampungselatanmaju #bismillahbisa",Attraction,,oast house,outdoor,amusement park,0.361499,0.138703,0.127546
https://www.instagram.com/p/DNcGSFRyZHQ/,42.jpg,8/17/2025 2:16,"Pertama kalinya saya mengabadikan momen dan melihat secara langsung Upacara 17 Agustus 1945 Detik - Detik Proklamasi Kemerdekaan Republik Indonesia Ke - 80 dengan Pemandangan seindah ini. 
Upacara yang di gelar di Menara Siger Icon Gerbang Sumatera dan pemandangan laut serta kapal-kapal Ferry yang buat upacara ini semakin berkesan.
Menurut saya upacara ini, upacara terindah sepanjang sejarah di Lampung Selatan
@radityoegi @m_syaiful.anwar @pemkab.lampungselatan
#pesonamerahputihlampungselatan #hutke80ri #wisatalampungselatan #radityoegi #syaifulanwar #kawasanmenarasiger #
#lampungselatanmaju #bismillahbisa #hutri80indonesia🇮🇩",Attraction,,promenade,water park,amusement park,0.122468,0.065191,0.059138
https://www.instagram.com/p/CiJuJ12LW_h/,43.jpg,9/6/2022 4:29,"Manusia biasa, yang tak sempurna dan kadang salah.,
.
.
.
.
.
.
📷@ahmad.wya01 
#pesonalampung #lampunggeh#lampungselatan #wisatalampungselatan #hellolampung #lampungeksis #trendinglampung #kelampungaja",Attraction,,lagoon,islet,natural,0.575655,0.156323,0.049961
https://www.instagram.com/p/DPdxT5-AR6-/,44.jpg,10/6/2025 10:54,"sunset slide memories
.
.
at @lummayvillaresort ❤️
#villalummayresort #villalampung #wisatalampungselatan #staycationseru #lummayvillaresort #pesonaindonesia",Attraction,,boat deck,rope bridge,playground,0.107674,0.102068,0.09535
https://www.instagram.com/p/CeA20GLvxP5/,45.jpg,5/26/2022 7:46,"Sepintar dan semandiri apa pun seorang perempuan, dia tetap membutuhkan peta atau google map dari orang lain untuk menunjukkan arah perjalanannya. Sebab, kalau dibiarkan membaca peta atau google map sendiri, kerap kali dia tersesat. 

Perempuan tetap butuh kaki lain untuk membantunya melangkah.

Lampung, 25 Mei 2022
©@irmadewimeilinda

Lokasi : Curug Anakan | @airterjun_waykalam, Desa Way Kalam Kec. Penengahan Kab. Lampung Selatan

#kaliandaig
#DialogRasa #DiaryMeymey #princessmeymey #IrmaDewiMeilinda #AirTerjunWayKalam #LampungSelatan #Pariwisata #wisatalampung #wisatalampung #wisatalampungselatan #lampungselatanamazing #woderfulindonesia #writerpreneur #blogger #contentwriter #travellers #bloggertravel
Reposted from @irmadewimeilinda",Attraction,,rainforest,rope bridge,junkyard,0.283721,0.117607,0.068001
https://www.instagram.com/p/CVAMocXp_T7/,46.jpg,10/14/2021 8:55,#pantaigigihiu #wisatalampungselatan #indonesiaindah 📸📸📸 @wisata_teluk_kiluan_lampung,Attraction,,cliff,coast,ocean,0.615804,0.179273,0.035107
https://www.instagram.com/p/DNchIRIxHWW/,47.jpg,8/17/2025 6:11,"Pesona Merah Putih di atas Menara Siger 🇮🇩✨

“Bersatu, Berdaulat, Rakyat Sejahtera, Indonesia Maju”.

HUT RI ke-80 tahun 2025, 
Pesona Merah Putih di atas Menara Siger menyatukan ragam suku dan budaya di Bumi Ragom Mufakat 🌏

#pesonamerahputihlampungselatan
#hutke80ri
#wisatalampungselatan
#radityoegi
#syaifulanwar
#kawasanmenarasiger
#lampungselatanmaju
#bismillahbisa",Attraction,Siger,construction site,amphitheater,water park,0.35206,0.116848,0.051606
https://www.instagram.com/p/DSWCmayk67S/,48.jpg,12/17/2025 0:25,Pantai marina sesuai ekspektasi🥹 #pantaimarina #pantaimarinalampung #pantaimarinakalianda #pantailampungselatan #pantai🌴 #pesonalampungselatan,Attraction,,coast,islet,lagoon,0.197671,0.17439,0.16752
https://www.instagram.com/p/CTcfm7fPxaP/,49.jpg,9/5/2021 15:36,"Jangan cuman melihat hasil nya
TAPI
Nikmati & lihat proses nya #pematangsunrise 
==========================
📱Redmi 9T @xiaomi.indonesia
==========================
#pematangsunriselampung #bakauhenilampung #wisatabakauheni #wisatalampung #wisatalampungselatan #wisatabandarlampung #explorelampung #explorebandarlampung #explorelampungselatan #pesonalampung #pesonalampungselatan #pesonabandarlampung #wisatasumsel #pesonasumsel #exploresumsel #pesonasumateraselatan #exploresumateraselatan #wisatasumateraselatan #pesonaindonesia #exploreindonesia #wisataindonesia",Attraction,,picnic area,lagoon,promenade,0.156673,0.111302,0.082262
https://www.instagram.com/p/DU-exOcD65M/,50.jpg,2/20/2026 10:24,"🌿🌱

#pesonalampungselatan #airterjunwaykalamlampung #fypシ゚viralシfypシ゚ #lampungselatan",Attraction,,botanical garden,park,bamboo forest,0.165628,0.076932,0.064728
https://www.instagram.com/p/DXwZgqDGq-l/,51.jpg,4/30/2026 12:43,#pesonalampungselatan arter 9 putri #wisatalampung #kalianda,Attraction,,waterfall,creek,rainforest,0.642899,0.118192,0.082849
https://www.instagram.com/p/CfJrX2NJ5eQ/,52.jpg,6/23/2022 14:30,"🌊 Tak ada henti aku mengagumi mu...

#laut #Lampung #pantailampung #pantaiarangkalianda #pesonalampunng #pesonalampungselatan",Attraction,,iceberg,ice floe,ice shelf,0.306902,0.222764,0.146551
https://www.instagram.com/p/C3rGRSOPRKY/,53.jpg,2/23/2024 2:34,"Golden Hour

#pesonalampungselatan #gunungrajabasa",Attraction,,islet,lagoon,natural,0.629629,0.085987,0.061695
https://www.instagram.com/p/CJlToTahQfy/,54.jpg,1/3/2021 12:31,"Pantai pertama di tahun 2021 🦂

#pantaiketang #pesonalampungselatan #pesonapantailampung  #pesonaindonesia
#pantaibaturameketang",Attraction,,ocean,coast,beach,0.307973,0.289129,0.181531
https://www.instagram.com/p/CLJZgNfMzPM/,55.jpg,2/11/2021 9:26,"Sukses Selalu Pokdarwis
@pantai_minangrua
@airterjun_waykalam 
@dinaspariwisata.lampungselatan
🔸
🔸

📷 In frame

➖➖➖➖➖➖➖➖➖➖➖➖➖
Repost
•  akun @airterjun_waykalam
• Gunakan hastag #airterjunwaykalam
• Tag akun @airterjun_waykalam
. Cekin Lokasi cari Air Terjun Waykalam

#airterjun #airterjunwaykalam #airterjunlampungselatan #airterjunlampung #waykalam  #eksplorewaykalam #lampungselatan #pesonalampungselatan #ekaplorelampungselatan #lampung #eksplorelampung #pesonalampung #indonesia  #pesonaindonesia #holiday #waterfall",Ancillary,Kelompok wisata,amphitheater,raft,picnic area,0.299566,0.118917,0.110969
https://www.instagram.com/p/CT6mumHFvVj/,56.jpg,9/17/2021 8:16,"Orang"" : sendirian aja..?
Me : ehehe...iya lagi susah 
.
.
.
.
.
#latepost #kalianda #lampungselatan #lampung #pantaimarinakalianda #lampunghits #lampunggeh #lampungtraveller #pesonalampungselatan #pesonaindonesia",Attraction,,badlands,landfill,volcano,0.401378,0.093746,0.088967
https://www.instagram.com/p/Cg6EfU5rP6h/,57.jpg,8/6/2022 6:05,"Pasar Sidomulyo Lampung Selatan

📸 Readmi Note 10

🔜 
Izin Taq / Tandai Kak 🙏?
DM Jika Ini Tidak Diizinkan 📩🚫
KASIH LOVE 💗 dulu sebelumnya ya, biar semangat update setiap harinya berbagi MOMENT⏳ yang sudah terlewatkan🔙😊
------------------------------------
📢📱Follow Instagram Admin Kak
🌏 @evan_nurhakim
🌏 @evan_nurhakim
🌏 @evan_nurhakim
===========================
Klik titik 3 di sudut kanan, pilih TURN ON NOTIFICATION / TAMPILKAN NOTIFIKASI🔔 agar Anda tidak ketinggalan update inspirasi setiap harinya 😘😘
___
🌏INFO UPTUDATE JOIN NOW👇
📢📱Facebook ""Evan Nurhakim""
📢📱Channel Youtube ""Evan Aksi""
___
Silahkan Tag / Tandai, Mention dan Gunakan Hastag #evannurhakimlovers Kak Di Photo Anda Jika Pernah Bersama Admin Kak, Report Postingan Jika Beruntung.
➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖
#infolampungselatan #infolamsel #ssclampung #readminote10 #sidomulyo #sidomulyolampungselatan #lampungselatan #genpi #genpilampung #genpilampungselatan #masjida #generasipesonaindonesia  #pesonalampungselatan #pariwisatalampungselatan #pariwisata_lampungselatan #pariwisatalampung #dilambarkhia #lfl💛 #fff #fff💋 #fff😊 #fff❤ #lfl❤️ #lfl💛lfllflfllffllflflflflflflflflfllflflflflflflflflflflflflflflflflflflflflflflflflflflflflfllflflflflflflflflfllflfllflflflflflflfllflflflflflllfl",Amenities,Pasar,courthouse,outdoor,outdoor,0.099931,0.075919,0.071472
