Post URL,File,Post Date,Caption,Anotasi,Catatan,caption_clean,hashtags_clean,caption_normalized
https://www.instagram.com/p/C-P1IPVp4Dk/,11.jpg,45508.503310185188,#waytayaskaliandalampungselatan #wisatalampungselatan #pesonaindonesia,Attraction,,,waytayaskaliandalampungselatan wisatalampungselatan pesonaindonesia,
https://www.instagram.com/p/CVy29UNvwqn/,12.jpg,44503.046527777777,"Lampung Selatan banyak banget punya destinasi wisata pantai, salah satu fasilitas yang disukai oleh traveler adalah adanya fasilitas perlengkapan camping yang disediakan oleh pengelola pantai.
.
.
.
.
.
📸 @putrimaharanis15 
🌱 Mbeach, Kalianda, Lampung Selatan
.
.
.
.
.
.
#mbeach 
#pantaikalianda 
#wisatalampungselatan 
#tempatwisatalampung 
#wonderfulinfonesia",Attraction,,"lampung selatan banyak banget punya destinasi wisata pantai, salah satu fasilitas yang disukai oleh traveler adalah adanya fasilitas perlengkapan camping yang disediakan oleh pengelola pantai 📸 🌱 mbeach, kalianda, lampung selatan",mbeach pantaikalianda wisatalampungselatan tempatwisatalampung wonderfulinfonesia,lampung selatan banyak banget punya destinasi wisata pantai salah satu fasilitas yang disukai oleh traveler adalah adanya fasilitas perlengkapan camping yang disediakan oleh pengelola pantai kamera alam mbeach kalianda lampung selatan
https://www.instagram.com/p/DXv1jH8jpWO/,13.jpg,46142.311793981477,"Let the fun roll!
Ajak temen-temen kamu buat ngerasain serunya rolling donuts di green canyon!
.
.
#greencanyonminangrua #rollingdonut #wisatalampungselatan #kedashotelresort #wisatalampung",Attraction,,let the fun roll! ajak temen-temen kamu buat ngerasain serunya rolling donuts di green canyon!,greencanyonminangrua rollingdonut wisatalampungselatan kedashotelresort wisatalampung,let the fun roll ajak temen temen kamu buat ngerasain serunya rolling donuts di green canyon
https://www.instagram.com/p/Cj4WZjBPFuU/,14.jpg,44853.151018518518,"Pantai @mbeachkalianda 
tiket masuk 35K weekend. pantainya bersih. #lampung #wisatalampungselatan #pantailampung",Attraction,,pantai tiket masuk 35k weekend. pantainya bersih,lampung wisatalampungselatan pantailampung,pantai tiket masuk 35k weekend pantainya bersih
https://www.instagram.com/p/CrsDYTAAxpp/,15.jpg,45047.21634259259,"#wisatalampungselatan 
#kalianda",Attraction,,,wisatalampungselatan kalianda,
https://www.instagram.com/p/DH7LclUzoP7/,16.jpg,45749.034490740742,💦🌸🏖️ #wisatalampungselatan,Attraction,,💦🌸🏖️,wisatalampungselatan,pantai
https://www.instagram.com/p/C6TWOBmSR1U/,17.jpg,45410.448645833327,"Rio by the beach 🌈🏝️
.
.
.
#pantaikaliandalampung #wisatalampungselatan",Attraction,,rio by the beach 🌈🏝️,pantaikaliandalampung wisatalampungselatan,rio by the beach pulau
https://www.instagram.com/p/CWcwpQkFLXB/,18.jpg,44519.319398148153,"#wisatalampungselatan
#waykalamkalianda",Attraction,,,wisatalampungselatan waykalamkalianda,
https://www.instagram.com/p/C7Y_8aTPC5J/,19.jpg,45437.498784722222,"Pesona matahari tenggelam di pantai Sebalang 
#pantaisebalanglampung
#sunset
#wisatapantai 
#wisatalampungselatan",Attraction,Sunset,pesona matahari tenggelam di pantai sebalang,pantaisebalanglampung sunset wisatapantai wisatalampungselatan,pesona matahari tenggelam di pantai sebalang
https://www.instagram.com/p/CrtQKOfPeDq/,20.jpg,45047.682256944441,"weekend vacation🌊
#pantaisetigiheni 
#wisatalampungselatan",Attraction,,weekend vacation🌊,pantaisetigiheni wisatalampungselatan,weekend vacation laut
https://www.instagram.com/p/DH73EG8TmFa/,21.jpg,45749.299166666657,With the girl’s  @debyrskspttri & @deanurarlikafasa ❤️ #wisatalampungselatan,Attraction,,with the girl’s dan ❤️,wisatalampungselatan,with the girl s dan cinta
https://www.instagram.com/p/C6bC0rtPk69/,22.jpg,45413.437847222223,"Gak perlu hebat dari orang lain
cukup lebih baik dari diri kita yang kemarin
hidup bukan tentang siapa yang terbaik 
tapi siapa yang berbuat baik
dan tidak pura pura baik

#riobythebeach 
#wisatalampungselatan",Attraction,,gak perlu hebat dari orang lain cukup lebih baik dari diri kita yang kemarin hidup bukan tentang siapa yang terbaik tapi siapa yang berbuat baik dan tidak pura pura baik,riobythebeach wisatalampungselatan,tidak perlu hebat dari orang lain cukup lebih baik dari diri kita yang kemarin hidup bukan tentang siapa yang terbaik tapi siapa yang berbuat baik dan tidak pura pura baik
https://www.instagram.com/p/DM4Y1Y2zsC6/,23.jpg,45872.226319444453,"Cuacanya cerah langitnya biru dan pohon2 yang hijau, ada kolam renang air nya seger dari gunung rajabasa,  anak anak pun seneng dan happy menikmati nya,
ini weekend tipis2 kita... 
#wayhalim
#waypenaga
#wtc
#wisatalampungselatan",Attraction,,"cuacanya cerah langitnya biru dan pohon2 yang hijau, ada kolam renang air nya seger dari gunung rajabasa, anak anak pun seneng dan happy menikmati nya, ini weekend tipis2 kita",wayhalim waypenaga wtc wisatalampungselatan,cuacanya cerah langitnya biru dan pohon2 yang hijau ada kolam renang air nya seger dari gunung rajabasa anak anak pun seneng dan happy menikmati nya ini weekend tipis2 kita
https://www.instagram.com/p/C3o0h2HSDR0/,24.jpg,45344.222754629627,"5 Februari 2022 🌊

#love #lfl #pantaimarinalampung #lampung #wisatalampungselatan",Attraction,Pantai (Lowres),5 februari 2022 🌊,love lfl pantaimarinalampung lampung wisatalampungselatan,5 februari 2022 laut
https://www.instagram.com/p/CWF-Y3HvYzM/,25.jpg,44510.470486111109,"Menikmati Indahnya Sunset di Pantai Semukuk
.
.
.
.
.
.
.
.
.
.
📍 @pantai.semukuk
🌏 Jl. Pesisir Desa pauh Tanjung Iman Kec. kalianda kab. LAMPUNG SELATAN
📸 @lilymuchsin9
.
.
.
.
.
.
.
.
#pantaisemukuk
#pantaikalianda
#wisatalampungselatan 
#wonderfullampung 
#tempatwisatalampung",Attraction,Sunset,menikmati indahnya sunset di pantai semukuk 📍 🌏 jl. pesisir desa pauh tanjung iman kec. kalianda kab. lampung selatan 📸,pantaisemukuk pantaikalianda wisatalampungselatan wonderfullampung tempatwisatalampung,menikmati indahnya sunset di pantai semukuk lokasi bumi jl pesisir desa pauh tanjung iman kec kalianda kab lampung selatan kamera
https://www.instagram.com/p/DFc1m6PPmK1/,26.jpg,45687.540856481479,"Jadilah bagian dari proses ini 🌱

#krakataupark #wisatalampung #wisatalampungselatan #jalanjalanlampung",Attraction,,jadilah bagian dari proses ini 🌱,krakataupark wisatalampung wisatalampungselatan jalanjalanlampung,jadilah bagian dari proses ini alam
https://www.instagram.com/p/CXnPotYPm9k/,27.jpg,44548.246215277781,"Disini siapa yang belum pernah berkunjung ke Pantai Batu Ceper😊, 

Yang belum coba deh, bebatuan karang di tepi Pantainya estetik Benget, cocok nih buat yang hobi foto-foto
.
.
.
.
.
.
.
📸 @jakadwisaputra_ 
🌱 Pantai Batu Ceper, Lampung Selatan -
.
.
.
.
.
.
#pantaibatuceper 
#pantaikalianda 
#wisatalampungselatan 
#wonderfullampung 
#tempatcampinglampung 
#tempatwisatalampung 
#instagramtravel",Attraction,,"disini siapa yang belum pernah berkunjung ke pantai batu ceper😊, yang belum coba deh, bebatuan karang di tepi pantainya estetik benget, cocok nih buat yang hobi foto-foto 📸 🌱 pantai batu ceper, lampung selatan",pantaibatuceper pantaikalianda wisatalampungselatan wonderfullampung tempatcampinglampung tempatwisatalampung instagramtravel,disini siapa yang belum pernah berkunjung ke pantai batu ceper senang yang belum coba deh bebatuan karang di tepi pantainya estetik benget cocok ini buat yang hobi foto foto kamera alam pantai batu ceper lampung selatan
https://www.instagram.com/p/DNcOq5pBFak/,28.jpg,45886.14565972222,"""Indahnya alam Lampung Selatan berpadu dengan semangat Merah Putih.
Di setiap langkah wisata, ada cinta pada negeri yang kita jaga bersama. ❤️🤍
Dirgahayu Republik Indonesia ke-80! 🇮🇩
#PesonaMerahPutihLampungSelatan #HUTke80RI #WisataLampungSelatan #Radityoegi #SyaifulAnwar #KawasanMenaraSigerg #LampungSelatanMaju #BismillahBisa""",Attraction,,"""indahnya alam lampung selatan berpadu dengan semangat merah putih. di setiap langkah wisata, ada cinta pada negeri yang kita jaga bersama. ❤️🤍 dirgahayu republik indonesia ke-80! 🇮🇩 """,pesona merah putih lampung selatan hutke80ri wisata lampung selatan radityoegi syaiful anwar kawasan menara sigerg lampung selatan maju bismillah bisa,indahnya alam lampung selatan berpadu dengan semangat merah putih di setiap langkah wisata ada cinta pada negeri yang kita jaga bersama cinta dirgahayu republik indonesia ke 80
https://www.instagram.com/p/CVHI-YlhIEE/,29.jpg,44486.06795138889,"Anak Pantai... Cinta Damai..

#pantaikalianda 
#wisatalampungselatan",Attraction,,anak pantai cinta damai,pantaikalianda wisatalampungselatan,anak pantai cinta damai
https://www.instagram.com/p/Cs2fZQSrPqm/,30.jpg,45076.125092592592,"Bingung cari tempat healing. Datang saja ke Batu Granit. Selain menawarkan suasana sepi dan tenang. Tiket masuknya juga gratis. Selengkapnya baca di https://tinyurl.com/2haaty8f
#travelspromo #batugranit #wisatalampungselatan #wisatalampung #wisataalam #wisataalamlampungselatan #wisataalamlampung #informasiwisata #infowisata #infowisatalampungselatan #infowisatalampung #hargatiket #tiketmasuk #tiketmasukbatugranit #visitlampung #explorelampung",Attraction,,bingung cari tempat healing. datang saja ke batu granit. selain menawarkan suasana sepi dan tenang. tiket masuknya juga gratis. selengkapnya baca di,travelspromo batugranit wisatalampungselatan wisatalampung wisataalam wisataalamlampungselatan wisataalamlampung informasiwisata infowisata infowisatalampungselatan infowisatalampung hargatiket tiketmasuk tiketmasukbatugranit visitlampung explorelampung,bingung cari tempat healing datang saja ke batu granit selain menawarkan suasana sepi dan tenang tiket masuknya juga gratis selengkapnya baca di
https://www.instagram.com/p/CXWDSt0Prj3/,31.jpg,44541.569166666668,"Ketika berwisata ke Pulau Mengkudu ada beberapa spot foto menarik yang dapat kamu temukan, salah satunya view pulau ini.

Bukan hanya itu, buat yang suka snorkeling, kamu juga dapat mencoba melihat keindahan biota laut pulau ini ya.
.
.
.
.
.
📸 @rian_saputra892
📍 Pulau Mengkudu Island , Desa Tutoharjo, Kec.Bakauheni, Kab. Lampung Selatan.
.
.
.
.
.
#pulaumengkuduisland 
#wisatalampungselatan 
#wisatapulau 
#indonesiaindah 
#wonderfulinfonesia",Attraction,,"ketika berwisata ke pulau mengkudu ada beberapa spot foto menarik yang dapat kamu temukan, salah satunya view pulau ini. bukan hanya itu, buat yang suka snorkeling, kamu juga dapat mencoba melihat keindahan biota laut pulau ini ya 📸 📍 pulau mengkudu island, desa tutoharjo, kec.bakauheni, kab. lampung selatan",pulaumengkuduisland wisatalampungselatan wisatapulau indonesiaindah wonderfulinfonesia,ketika berwisata ke pulau mengkudu ada beberapa spot foto menarik yang dapat kamu temukan salah satunya view pulau ini bukan hanya itu buat yang suka snorkeling kamu juga dapat mencoba melihat keindahan biota laut pulau ini ya kamera lokasi pulau mengkudu island desa tutoharjo kec bakauheni kab lampung selatan
https://www.instagram.com/p/Cbw3j-LPimy/,32.jpg,44651.404282407413,"""Alonly Tree""
Lokasi : Pantai Sebalang, Lampung Selatan, Lampung

INUB 31 Maret 2022
UPLOAD BERSAMA

@INSTANUSANTARA
@instanusantarabelampung
#instanusantara 
#instanusantara_742
#instanusantaralampung_742
#instanusantaralampung
#inbe
#seleksimemberinbe2022_002

""Seangkonan ngelestariko budaya sai bumi ruwai jurai""

#nikond600 #tokina1116 #knfilters #nikonindonesia #lampunglandscapers #wisatalampungselatan #lampung",Attraction,,"""alonly tree"" lokasi: pantai sebalang, lampung selatan, lampung inub 31 maret 2022 upload bersama ""seangkonan ngelestariko budaya sai bumi ruwai jurai""",instanusantara instanusantara 742 instanusantaralampung 742 instanusantaralampung inbe seleksimemberinbe2022 002 nikond600 tokina1116 knfilters nikonindonesia lampunglandscapers wisatalampungselatan lampung,alonly tree lokasi pantai sebalang lampung selatan lampung inub 31 maret 2022 upload bersama seangkonan ngelestariko budaya sai bumi ruwai jurai
https://www.instagram.com/p/DLop5cTPoKN/,33.jpg,45841.260937500003,"[ NIKMATIN KEINDAHAN PANTAI DENGAN SERU-SERUAN NAIK ATV ]
.
🥰 Explore keindahan pantai dengan bermain activity yang seru yups ATV, cuma ada di @sanggarbeach_lpg. Yuk explore wisata Lampung bareng Restu Bumi Adventure.
_______________________
🏝️ RBA - TOUR PACKAGES 
▪️Family & Corporate Gathering
▪️Outbound Training & Team Building
▪️Minat Khusus (Wisata Alam & Wisata Desa)
▪️Experiental Learning (Training & Workshop)
▪️Event Organizer & Tour Domestik/Internasional
.
----More information-----
• Kontak :
> 081271046209 (Admin 1) 
> 081272477622 (Admin 2)
• Instagram : @restubumiadventure 
• Facebook : Restu Bumi Adventure 
• Tik Tok : @restubumiadventure64
• Youtube : Restu Bumi Adventure 
• Website : www.restutour.co.id
• Email : restubumiadventure64@gmail.com
.
#restubumiadventure #restubumioutbound #restubumioverland #restubumi #adventure #pariwisata #pantaisanggar #sanggarbeach #kalianda #lamsel #triplampung #wisatalampung #lampung #gatheringlampung #wisatalampungselatan #pariwisatalampung #jalanjalanlampung #kelampung #atv #pariwisatalampungselatan",Ancillary,Kelompok Wisata,"[ nikmatin keindahan pantai dengan seru-seruan naik atv ]. 🥰 explore keindahan pantai dengan bermain activity yang seru yups atv, cuma ada di yuk explore wisata lampung bareng restu bumi adventure. 🏝️ rba - tour packages ️family dan corporate gathering ️outbound training dan team building ️minat khusus (wisata alam dan wisata desa) ️experiental learning (training dan workshop) ️event organizer dan tour domestik/internasional. more information kontak: > 081271046209 (admin 1) > 081272477622 (admin 2) instagram: facebook: restu bumi adventure tik tok: youtube: restu bumi adventure website: email: restubumiadventure64@gmail.com",restubumiadventure restubumioutbound restubumioverland restubumi adventure pariwisata pantaisanggar sanggarbeach kalianda lamsel triplampung wisatalampung lampung gatheringlampung wisatalampungselatan pariwisatalampung jalanjalanlampung kelampung atv pariwisatalampungselatan,nikmatin keindahan pantai dengan seru seruan naik atv suka explore keindahan pantai dengan bermain activity yang seru yups atv cuma ada di ayo explore wisata lampung bersama restu bumi adventure pulau rba tour packages family dan corporate gathering outbound training dan team building minat khusus wisata alam dan wisata desa experiental learning training dan workshop event organizer dan tour domestik internasional more information kontak 081271046209 admin 1 081272477622 admin 2 instagram facebook restu bumi adventure tik tok youtube restu bumi adventure website email restubumiadventure64 gmail com
https://www.instagram.com/p/DNcJfP3TYQ_/,34.jpg,45886.114212962973,"Ikan hiu makan kayu, egi syaiful i love you💓💓
#PESONAMERAHPUTIHLAMPUNGSELATAN
#HUTKE80RI #WISATALAMPUNGSELATAN #RADITYOEGI #SYAIFULANWAR #KAWASANMENARASIGER #LAMPUNGSELATANMAJU #BISMILLAHBISA",Attraction,,"ikan hiu makan kayu, egi syaiful i love you💓💓",pesonamerahputihlampungselatan hutke80ri wisatalampungselatan radityoegi syaifulanwar kawasanmenarasiger lampungselatanmaju bismillahbisa,ikan hiu makan kayu egi syaiful i love you
https://www.instagram.com/p/DNcbTvPSFdq/,35.jpg,45886.222349537027,"Semangat juang tak pernah padam! 🇮🇩✨
Satpol PP Lampung Selatan turut mempersembahkan formasi angka 80 sebagai wujud syukur dan kebanggaan di Hari Ulang Tahun Kemerdekaan Republik Indonesia ke-80.
Dirgahayu Republik Indonesia!
‘Terus Melaju untuk Indonesia Maju’ 💪🔥

#PESONAMERAHPUTIHLAMPUNGSELATAN
#HUTKE80RI
#WISATALAMPUNGSELATAN
#RADITYOEGI
#SYAIFULANWAR
#KAWASANMENARASIGER
#LAMPUNGSELATANMAJU
#BISMILLAHBISA",Attraction,,semangat juang tak pernah padam! 🇮🇩✨ satpol pp lampung selatan turut mempersembahkan formasi angka 80 sebagai wujud syukur dan kebanggaan di hari ulang tahun kemerdekaan republik indonesia ke-80. dirgahayu republik indonesia! ‘terus melaju untuk indonesia maju’ 💪🔥,pesonamerahputihlampungselatan hutke80ri wisatalampungselatan radityoegi syaifulanwar kawasanmenarasiger lampungselatanmaju bismillahbisa,semangat juang tak pernah padam indah satpol pp lampung selatan turut mempersembahkan formasi angka 80 sebagai wujud syukur dan kebanggaan di hari ulang tahun kemerdekaan republik indonesia ke 80 dirgahayu republik indonesia terus melaju untuk indonesia maju semangat
https://www.instagram.com/p/DIYToPKhqgE/,36.jpg,45760.346620370372,"Let’s create sunny memories with the ones you love!

Ajak si kecil bermain pasir, berlari di tepi ombak, dan nikmati quality time bareng keluarga di Rio by the Beach.

Sunshine, laughter, and family moments await!

#RioByTheBeach #FamilyGetaway #PantaiAsik #LiburanKeluarga #pantailampung #pantailampungselatan #wisatalampung #wisatalampungselatan #pariwisatalampung",Attraction,,"let’s create sunny memories with the ones you love! ajak si kecil bermain pasir, berlari di tepi ombak, dan nikmati quality time bareng keluarga di rio by the beach. sunshine, laughter, and family moments await!",rio by the beach family getaway pantai asik liburan keluarga pantailampung pantailampungselatan wisatalampung wisatalampungselatan pariwisatalampung,let s create sunny memories with the ones you love ajak si kecil bermain pasir berlari di tepi ombak dan nikmati quality time bersama keluarga di rio by the beach sunshine laughter and family moments await
